41.374790372054065,2.125009758191433,barcelona s/n
41.37492944021627,2.125303342489873,barcelona s/n
41.37508778479142,2.125628120120022,barcelona s/n
41.37523373684722,2.125945558151014,barcelona s/n
41.375346642925095,2.126154736963653,barcelona s/n
41.37546643331109,2.1263198781387542,barcelona s/n
41.37555593172892,2.1266850236201966,barcelona s/n
41.3755421627498,2.1273180647637076,barcelona s/n
41.375535278258845,2.1278740400429474,barcelona s/n
41.37552977066581,2.1282575345327848,barcelona s/n
41.37551875547782,2.1284648784548246,barcelona s/n
41.37551737857925,2.12886855686518,barcelona s/n
41.3755063633905,2.1296080223339073,barcelona s/n
41.37548984060264,2.130017205449858,barcelona s/n
